,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
5548,None,282.57,0.0,0.0,20,Clouds,few clouds,4/27/2013 8:00,3535,medium
31249,None,272.95,0.0,0.0,90,Clouds,overcast clouds,2/23/2017 17:00,6257,very high
28292,None,273.69,0.0,0.0,1,Clear,sky is clear,11/21/2016 20:00,2205,low
8850,None,296.09,0.0,0.0,8,Haze,haze,9/9/2013 12:00,4865,high
20904,None,268.88,0.0,0.0,90,Clouds,overcast clouds,1/29/2016 9:00,4809,high
32369,None,279.75,0.0,0.0,1,Clear,sky is clear,4/4/2017 5:00,2874,low
47652,None,293.01,0.0,0.0,20,Clouds,few clouds,9/13/2018 9:00,5092,high
40849,None,274.68,0.0,0.0,1,Clear,sky is clear,1/22/2018 1:00,337,very low
42347,None,271.37,0.0,0.0,1,Mist,mist,3/15/2018 4:00,910,very low
20561,None,250.99,0.0,0.0,40,Haze,haze,1/11/2016 10:00,3921,medium
21975,None,276.63,0.0,0.0,40,Clouds,scattered clouds,3/22/2016 20:00,2993,medium
38056,None,278.69,0.0,0.0,40,Clouds,scattered clouds,10/15/2017 6:00,1201,very low
10042,None,268.47,0.0,0.0,75,Clouds,broken clouds,11/21/2013 23:00,1200,very low
46129,None,297.43,0.0,0.0,20,Clouds,few clouds,7/24/2018 11:00,4634,high
15338,None,294.92,0.0,0.0,8,Clear,sky is clear,7/8/2014 20:00,3114,medium
7150,None,291.89,2.54,0.0,76,Mist,mist,6/23/2013 5:00,635,very low
23901,None,292.07,0.25,0.0,90,Rain,light intensity shower rain,6/3/2016 12:00,5254,high
35848,None,298.64,0.0,0.0,40,Clouds,scattered clouds,8/1/2017 11:00,4779,high
44861,None,296.79,0.0,0.0,75,Clouds,broken clouds,6/10/2018 19:00,3010,medium
43988,None,282.69,0.0,0.0,1,Clear,sky is clear,5/11/2018 3:00,342,very low
40049,None,266.15,0.0,0.0,1,Clear,sky is clear,12/24/2017 17:00,3196,medium
37760,None,287.15,0.0,0.0,90,Clouds,overcast clouds,10/5/2017 20:00,3228,medium
27618,None,277.635,0.0,0.0,80,Clouds,broken clouds,10/27/2016 2:00,245,very low
27527,None,279.832,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 7:00,1641,low
13496,None,281.87,0.0,0.0,20,Clouds,few clouds,4/7/2014 21:00,2277,low
25840,None,291.82,0.0,0.0,76,Rain,light rain,8/19/2016 6:00,4740,high
25457,None,294.11,0.0,0.0,75,Mist,mist,8/3/2016 7:00,5897,very high
28083,None,274.28,0.0,0.0,1,Fog,fog,11/15/2016 1:00,315,very low
8410,None,288.7,0.0,0.0,0,Clear,Sky is Clear,8/14/2013 9:00,5521,high
437,None,280.06,0.0,0.0,92,Rain,light rain,10/20/2012 0:00,1270,very low
2772,None,270.98,0.0,0.0,20,Clouds,few clouds,1/8/2013 20:00,2528,low
41936,None,278.95,0.0,0.0,75,Clouds,broken clouds,2/28/2018 17:00,6316,very high
45184,None,296.8,0.0,0.0,75,Clouds,broken clouds,6/20/2018 21:00,2758,low
45572,None,299.93,0.0,0.0,75,Clouds,broken clouds,7/4/2018 19:00,2596,low
42233,None,273.35,0.0,0.0,90,Mist,mist,3/11/2018 0:00,1662,low
18245,None,288.15,0.0,0.0,1,Clear,sky is clear,9/14/2015 4:00,825,very low
40916,None,264.44,0.0,0.0,1,Clear,sky is clear,1/23/2018 23:00,979,very low
30210,None,272.75,0.0,0.0,1,Mist,mist,1/19/2017 3:00,486,very low
44004,None,283.94,0.0,0.0,90,Drizzle,light intensity drizzle,5/11/2018 18:00,5138,high
48125,None,285.75,0.0,0.0,20,Clouds,few clouds,9/27/2018 20:00,2856,low
9291,None,286.15,0.0,0.0,90,Mist,mist,10/5/2013 11:00,5337,high
41398,None,255.99,0.0,0.0,1,Clear,sky is clear,2/10/2018 10:00,4161,medium
27335,None,292.089,0.0,0.0,8,Clear,sky is clear,10/14/2016 17:00,5308,high
42663,None,274.15,0.0,0.0,90,Rain,moderate rain,3/26/2018 23:00,877,very low
32702,None,286.71,0.0,0.0,90,Drizzle,drizzle,4/15/2017 3:00,409,very low
22981,None,289.02,0.0,0.0,1,Clear,sky is clear,5/2/2016 11:00,4459,high
34933,None,292.61,0.0,0.0,90,Clouds,overcast clouds,6/29/2017 2:00,464,very low
26228,None,286.24,0.0,0.0,1,Clear,sky is clear,9/1/2016 4:00,772,very low
34561,None,301.82,0.0,0.0,1,Clear,sky is clear,6/15/2017 17:00,5844,very high
31083,None,276.411,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 10:00,4841,high
39940,None,265.36,0.0,0.0,90,Clouds,overcast clouds,12/20/2017 8:00,5694,high
42860,None,271.69,0.0,0.0,90,Mist,mist,4/2/2018 20:00,2159,low
23871,None,285.71,0.0,0.0,75,Clouds,broken clouds,6/2/2016 6:00,5485,high
39522,None,265.88,0.0,0.0,75,Snow,light snow,12/5/2017 13:00,4158,medium
11293,None,256.2,0.0,0.0,1,Clear,sky is clear,1/7/2014 17:00,5550,high
42722,None,277.61,0.0,0.0,75,Clouds,broken clouds,3/28/2018 21:00,2616,low
26575,None,285.16,0.0,0.0,1,Clear,sky is clear,9/13/2016 7:00,6057,very high
40573,None,249.84,0.0,0.0,5,Clear,sky is clear,1/12/2018 7:00,5517,high
20348,None,264.8,0.0,0.0,90,Clouds,overcast clouds,1/1/2016 4:00,533,very low
47076,None,291.22,1.02,0.0,1,Rain,moderate rain,8/26/2018 4:00,325,very low
33402,None,287.02,0.0,0.0,1,Clear,sky is clear,5/6/2017 11:00,4613,high
30426,None,274.29,0.0,0.0,90,Snow,light snow,1/23/2017 10:00,4216,medium
10101,None,267.15,0.0,0.0,1,Clear,sky is clear,11/24/2013 10:00,3319,medium
14514,None,294.09,0.25,0.0,92,Rain,light rain,5/20/2014 14:00,5523,high
7309,None,293.07,0.0,0.0,88,Thunderstorm,proximity thunderstorm,6/29/2013 20:00,3250,medium
47068,None,290.17,1.02,0.0,1,Mist,mist,8/26/2018 1:00,855,very low
30293,None,275.08,0.0,0.0,90,Fog,fog,1/20/2017 19:00,3351,medium
31585,None,268.35,0.0,0.0,75,Snow,light snow,3/8/2017 10:00,4454,high
18699,None,281.79,0.0,0.0,1,Clear,sky is clear,9/30/2015 21:00,2608,low
18588,None,291.28,0.0,0.0,90,Mist,mist,9/25/2015 10:00,4596,high
33845,None,281.02,0.0,0.0,90,Rain,moderate rain,5/20/2017 18:00,3770,medium
13127,None,265.16,0.0,0.0,90,Clouds,overcast clouds,3/23/2014 11:00,3418,medium
43321,None,271.01,0.0,0.0,90,Snow,snow,4/15/2018 15:00,2171,low
31568,None,280.82,0.0,0.0,75,Rain,light rain,3/7/2017 17:00,6017,very high
20225,None,272.55,0.0,0.0,90,Snow,light snow,12/26/2015 13:00,3518,medium
18450,None,287.48,0.0,0.0,1,Clear,sky is clear,9/21/2015 2:00,235,very low
30342,None,275.95,0.0,0.0,90,Mist,mist,1/21/2017 15:00,4501,high
5950,None,291.51,0.0,0.0,1,Clear,sky is clear,5/11/2013 19:00,2394,low
12981,None,269.37,0.0,0.0,90,Clouds,overcast clouds,3/17/2014 9:00,3929,medium
24055,None,289.26,3.18,0.0,80,Rain,moderate rain,6/9/2016 5:00,2966,medium
18159,None,287.52,0.0,0.0,40,Clouds,scattered clouds,9/10/2015 20:00,3323,medium
36417,None,287.55,0.0,0.0,90,Fog,fog,8/19/2017 3:00,398,very low
2571,None,261.1,0.0,0.0,20,Clouds,few clouds,1/1/2013 12:00,2588,low
5373,None,277.22,0.0,0.0,1,Clear,sky is clear,4/21/2013 18:00,3490,medium
11609,None,272.11,0.0,0.0,64,Clouds,broken clouds,1/19/2014 22:00,1499,low
30586,None,270.43,0.0,0.0,40,Clouds,scattered clouds,1/29/2017 14:00,4740,high
43585,None,284.09,0.0,0.0,75,Clouds,broken clouds,4/25/2018 21:00,2560,low
27724,None,285.885,0.0,0.0,76,Rain,light rain,10/31/2016 12:00,4230,medium
45699,None,296.15,0.0,0.0,1,Clear,sky is clear,7/9/2018 23:00,1189,very low
6964,None,293.87,0.0,0.0,12,Clouds,few clouds,6/13/2013 21:00,3122,medium
43231,None,272.01,0.0,0.0,90,Snow,light snow,4/14/2018 7:00,1311,very low
30896,None,265.68,0.0,0.0,5,Clear,sky is clear,2/9/2017 15:00,5977,very high
38452,None,272.29,0.0,0.0,90,Clouds,overcast clouds,10/29/2017 6:00,802,very low
16373,None,294.11,0.0,0.0,40,Clouds,scattered clouds,7/7/2015 16:00,6368,very high
24861,None,295.05,0.0,0.0,90,Rain,light rain,7/11/2016 6:00,5211,high
14505,None,286.34,0.25,0.0,90,Mist,mist,5/20/2014 9:00,5181,high
48095,None,288.43,0.0,0.0,40,Clouds,scattered clouds,9/26/2018 15:00,5693,high
3510,None,271.57,0.0,0.0,90,Snow,snow,2/11/2013 10:00,3866,medium
11912,None,259.24,0.0,0.0,0,Clear,sky is clear,1/31/2014 17:00,5724,high
7304,None,297.8,0.0,0.0,92,Clouds,overcast clouds,6/29/2013 15:00,4623,high
21364,None,269.72,0.0,0.0,1,Clear,sky is clear,2/18/2016 1:00,356,very low
17805,None,286.03,0.25,0.0,1,Rain,light rain,8/29/2015 4:00,388,very low
8041,None,287.38,0.0,0.0,0,Clear,Sky is Clear,7/30/2013 8:00,5794,high
33453,None,292.08,0.0,0.0,40,Haze,haze,5/8/2017 14:00,5048,high
28822,None,275.21,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2016 17:00,4034,medium
46561,None,292.36,0.0,0.0,90,Fog,fog,8/9/2018 5:00,3022,medium
27693,None,276.453,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 5:00,469,very low
32564,None,273.46,0.0,0.0,90,Rain,light rain,4/11/2017 3:00,331,very low
25217,None,295.41,0.0,0.0,20,Clouds,few clouds,7/24/2016 22:00,1816,low
35754,None,299.94,0.0,0.0,1,Clear,sky is clear,7/28/2017 13:00,5518,high
36832,None,291.15,0.0,0.0,40,Haze,haze,9/2/2017 2:00,535,very low
36769,None,294.96,0.0,0.0,40,Thunderstorm,proximity thunderstorm,8/30/2017 20:00,3370,medium
41597,None,269.93,0.0,0.0,90,Haze,haze,2/18/2018 10:00,3505,medium
15846,None,300.71,0.0,0.0,75,Clouds,broken clouds,8/1/2014 13:00,6189,very high
21452,None,273.95,0.0,0.0,90,Mist,mist,2/23/2016 7:00,5453,high
28298,None,273.71,0.0,0.0,1,Clear,sky is clear,11/22/2016 2:00,256,very low
11585,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/18/2014 21:00,2400,low
8068,None,289.86,0.51,0.0,92,Drizzle,drizzle,7/31/2013 6:00,6289,very high
9948,None,271.48,0.0,0.0,90,Clouds,overcast clouds,11/18/2013 2:00,249,very low
44523,None,294.29,0.0,0.0,90,Rain,light rain,5/30/2018 11:00,4744,high
29540,None,266.15,0.0,0.0,90,Snow,light snow,12/27/2016 10:00,3865,medium
5105,None,271.75,0.0,0.0,90,Snow,heavy snow,4/14/2013 1:00,860,very low
14683,None,293.75,0.89,0.0,90,Rain,light rain,5/27/2014 14:00,5278,high
35998,None,294.43,0.0,0.0,75,Thunderstorm,thunderstorm with rain,8/6/2017 15:00,4255,medium
25977,None,292.43,0.0,0.0,90,Drizzle,heavy intensity drizzle,8/24/2016 2:00,250,very low
35580,None,303.55,0.0,0.0,75,Clouds,broken clouds,7/22/2017 15:00,4332,medium
7334,None,296.95,0.0,0.0,44,Clouds,scattered clouds,6/30/2013 15:00,4397,high
36177,None,286.43,0.0,0.0,1,Mist,mist,8/12/2017 4:00,449,very low
342,None,288.86,0.0,0.0,75,Clouds,broken clouds,10/16/2012 17:00,6429,very high
24919,None,301.11,0.0,0.0,1,Clear,sky is clear,7/13/2016 14:00,4802,high
22818,None,278.44,0.0,0.0,90,Clouds,overcast clouds,4/26/2016 3:00,332,very low
11441,None,270.12,0.0,0.0,64,Mist,mist,1/13/2014 22:00,1343,very low
9866,None,273.01,0.0,0.0,64,Mist,mist,11/15/2013 4:00,787,very low
8111,None,294.28,0.0,0.0,64,Clouds,broken clouds,8/1/2013 12:00,5538,high
23236,None,283.22,0.0,0.0,90,Haze,haze,5/11/2016 8:00,6087,very high
16704,None,300.1,0.0,0.0,1,Clear,sky is clear,7/19/2015 19:00,3627,medium
7487,None,296.61,0.0,0.0,56,Clouds,broken clouds,7/7/2013 3:00,393,very low
27676,None,284.637,0.0,0.0,92,Clouds,overcast clouds,10/29/2016 12:00,4144,medium
14325,None,287.0,0.0,0.0,20,Clouds,few clouds,5/14/2014 13:00,5200,high
42791,None,270.58,0.0,0.0,90,Mist,mist,3/31/2018 7:00,1556,low
47743,None,295.83,0.0,0.0,75,Clouds,broken clouds,9/17/2018 3:00,344,very low
27496,None,278.209,0.0,0.0,12,Clouds,few clouds,10/21/2016 23:00,2010,low
47935,None,291.2,7.11,0.0,90,Mist,mist,9/20/2018 20:00,2740,low
12084,None,257.26,0.0,0.0,1,Clear,sky is clear,2/7/2014 21:00,2928,medium
8731,None,305.31,0.0,0.0,12,Clouds,few clouds,8/30/2013 15:00,6160,very high
44946,None,291.85,0.0,0.0,40,Clouds,scattered clouds,6/14/2018 3:00,368,very low
25297,None,295.35,0.0,0.0,75,Clouds,broken clouds,7/27/2016 19:00,2991,medium
10572,None,257.34,0.0,0.0,64,Clouds,broken clouds,12/10/2013 7:00,4738,high
21814,None,284.48,0.0,0.0,90,Rain,light rain,3/15/2016 11:00,4584,high
33584,None,292.08,0.0,0.0,5,Clear,sky is clear,5/13/2017 11:00,4794,high
6846,None,286.62,1.7,0.0,92,Mist,mist,6/10/2013 8:00,6013,very high
46864,None,294.08,0.0,0.0,90,Thunderstorm,thunderstorm,8/20/2018 10:00,4375,high
19787,None,271.22,0.0,0.0,90,Snow,light snow,12/2/2015 2:00,285,very low
44301,None,295.72,0.0,0.0,20,Clouds,few clouds,5/22/2018 20:00,3028,medium
29466,None,274.08,0.0,0.0,90,Mist,mist,12/25/2016 13:00,2554,low
15125,None,294.16,0.81,0.0,92,Mist,mist,6/19/2014 19:00,3378,medium
1420,None,271.6,0.0,0.0,90,Snow,heavy snow,11/23/2012 20:00,2543,low
14584,None,293.86,0.0,0.0,1,Clear,sky is clear,5/23/2014 11:00,5062,high
15406,None,292.67,9.9,0.0,92,Mist,mist,7/11/2014 9:00,4792,high
12023,None,254.15,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 8:00,5633,high
29922,None,270.34,0.0,0.0,90,Mist,mist,1/10/2017 9:00,4151,medium
3343,None,254.15,0.0,0.0,4,Clear,sky is clear,2/4/2013 7:00,5884,very high
32567,None,273.68,0.0,0.0,90,Clouds,overcast clouds,4/11/2017 4:00,834,very low
33078,None,275.88,0.0,0.0,90,Rain,light rain,4/26/2017 11:00,4824,high
6321,None,281.04,0.0,0.0,90,Drizzle,drizzle,5/23/2013 4:00,834,very low
15482,None,295.38,0.0,0.0,12,Clouds,few clouds,7/13/2014 20:00,3097,medium
2044,None,275.34,0.0,0.0,90,Rain,light rain,12/16/2012 4:00,271,very low
39194,None,279.08,0.0,0.0,5,Clear,sky is clear,11/23/2017 14:00,2935,medium
32859,None,280.42,0.0,0.0,90,Drizzle,drizzle,4/19/2017 21:00,2356,low
865,None,274.85,0.0,0.0,75,Clouds,broken clouds,11/3/2012 12:00,4833,high
19771,None,274.08,0.0,0.0,90,Rain,light rain,12/1/2015 6:00,5418,high
11030,None,269.11,0.0,0.0,64,Fog,fog,12/28/2013 4:00,323,very low
33416,None,285.09,0.0,0.0,40,Clouds,scattered clouds,5/7/2017 1:00,1324,very low
29748,None,255.9,0.0,0.0,1,Clear,sky is clear,1/4/2017 1:00,324,very low
8141,None,297.61,0.0,0.0,0,Clear,Sky is Clear,8/2/2013 20:00,3178,medium
47353,None,294.77,0.64,0.0,90,Rain,light rain,9/3/2018 11:00,3616,medium
14009,None,276.37,1.5,0.0,90,Rain,moderate rain,4/29/2014 6:00,5537,high
24073,None,295.47,0.0,0.0,0,Clear,Sky is Clear,6/9/2016 23:00,1406,very low
47594,None,291.34,0.0,0.0,1,Clear,sky is clear,9/11/2018 1:00,330,very low
21172,None,262.21,0.0,0.0,90,Snow,light snow,2/8/2016 22:00,1638,low
9313,None,282.32,0.0,0.0,90,Mist,mist,10/6/2013 9:00,4465,high
39269,None,282.58,0.0,0.0,1,Clear,sky is clear,11/26/2017 15:00,4994,high
38843,None,279.29,0.0,0.0,5,Clear,sky is clear,11/11/2017 15:00,4495,high
24885,None,294.81,0.0,0.0,90,Clouds,overcast clouds,7/12/2016 3:00,312,very low
17909,None,297.04,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/2/2015 14:00,5630,high
22623,None,285.81,0.0,0.0,90,Mist,mist,4/21/2016 0:00,1381,very low
35172,None,290.09,0.0,0.0,1,Clear,sky is clear,7/8/2017 8:00,2547,low
16691,None,289.52,0.0,0.0,1,Clear,sky is clear,7/19/2015 6:00,858,very low
28998,None,263.02,0.0,0.0,90,Mist,mist,12/11/2016 0:00,1082,very low
25883,None,289.37,0.0,0.0,40,Clouds,scattered clouds,8/20/2016 20:00,2934,medium
3591,None,266.82,0.0,0.0,90,Clouds,overcast clouds,2/14/2013 4:00,749,very low
25196,None,296.58,1.02,0.0,90,Thunderstorm,thunderstorm,7/24/2016 3:00,3,very low
40683,None,257.68,0.0,0.0,75,Snow,light snow,1/15/2018 12:00,3970,medium
20949,None,269.51,0.0,0.0,1,Mist,mist,2/1/2016 3:00,340,very low
22174,None,276.29,0.0,0.0,75,Drizzle,light intensity drizzle,4/1/2016 5:00,2539,low
31027,None,265.42900000000003,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 2:00,287,very low
10880,None,258.84,0.0,0.0,64,Snow,light snow,12/23/2013 0:00,555,very low
23186,None,283.85,1.52,0.0,90,Rain,moderate rain,5/10/2016 3:00,300,very low
2984,None,268.71,0.0,0.0,0,Clear,sky is clear,1/17/2013 0:00,542,very low
6977,None,292.27,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 10:00,4639,high
42566,None,272.36,0.0,0.0,75,Clouds,broken clouds,3/23/2018 9:00,5294,high
43844,None,289.16,0.0,0.0,1,Clear,sky is clear,5/5/2018 22:00,3145,medium
31024,None,267.254,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 23:00,1296,very low
27654,None,291.14,0.0,0.0,44,Clouds,scattered clouds,10/28/2016 14:00,4825,high
10544,None,256.47,0.0,0.0,64,Clouds,broken clouds,12/9/2013 5:00,2596,low
16654,None,297.91,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/18/2015 0:00,1437,very low
17134,None,292.12,0.0,0.0,1,Clear,sky is clear,8/6/2015 0:00,837,very low
27519,None,280.499,0.0,0.0,0,Clear,Sky is Clear,10/22/2016 23:00,1219,very low
34789,None,284.88,0.0,0.0,40,Clouds,scattered clouds,6/24/2017 6:00,1601,low
8568,None,303.61,0.0,0.0,0,Clear,Sky is Clear,8/21/2013 17:00,6104,very high
34235,None,302.95,0.0,0.0,1,Clear,sky is clear,6/3/2017 17:00,4542,high
46910,None,288.86,0.0,0.0,1,Clear,sky is clear,8/21/2018 22:00,1747,low
47665,None,296.99,0.25,0.0,5,Rain,light rain,9/13/2018 22:00,1921,low
31935,None,266.36,0.0,0.0,1,Clear,sky is clear,3/22/2017 6:00,5699,high
13654,None,272.91,0.0,0.0,40,Clouds,scattered clouds,4/14/2014 11:00,4618,high
41955,None,274.23,0.0,0.0,1,Clear,sky is clear,3/1/2018 12:00,5080,high
14011,None,276.15,1.2,0.0,90,Rain,moderate rain,4/29/2014 8:00,5626,high
32721,None,287.75,0.0,0.0,90,Mist,mist,4/15/2017 8:00,2536,low
30651,None,273.96,0.0,0.0,90,Snow,light snow,1/31/2017 4:00,804,very low
2095,None,274.85,0.0,0.0,90,Mist,mist,12/16/2012 18:00,3076,medium
46493,None,299.65,0.0,0.0,75,Clouds,broken clouds,8/6/2018 19:00,3314,medium
45869,None,292.84,0.0,0.0,1,Fog,fog,7/15/2018 6:00,933,very low
11602,None,276.16,1.07,0.0,64,Rain,moderate rain,1/19/2014 15:00,3952,medium
32309,None,281.81,0.0,0.0,75,Mist,mist,4/3/2017 2:00,270,very low
22513,None,288.72,0.0,0.0,1,Clear,sky is clear,4/17/2016 7:00,1734,low
7006,None,297.1,0.0,0.0,44,Clouds,scattered clouds,6/15/2013 15:00,4286,medium
39767,None,267.57,0.0,0.0,90,Haze,haze,12/14/2017 15:00,5897,very high
41974,None,263.0,0.0,0.0,1,Fog,fog,3/2/2018 5:00,2670,low
8878,None,297.01,0.0,0.0,64,Clouds,broken clouds,9/10/2013 20:00,3006,medium
10103,None,271.15,0.0,0.0,5,Clear,sky is clear,11/24/2013 12:00,3731,medium
47210,None,285.53,0.25,0.0,1,Rain,light rain,8/30/2018 1:00,456,very low
21801,None,285.08,0.0,0.0,90,Rain,heavy intensity rain,3/15/2016 5:00,2683,low
36023,None,285.55,0.0,0.0,1,Mist,mist,8/7/2017 6:00,5647,high
34503,None,300.75,0.0,0.0,75,Clouds,broken clouds,6/13/2017 15:00,5559,high
1389,None,285.57,0.0,0.0,40,Clouds,scattered clouds,11/22/2012 19:00,3010,medium
27292,None,276.35,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 21:00,2154,low
29336,None,275.86,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 19:00,3200,medium
24401,None,297.5,0.0,0.0,48,Clouds,scattered clouds,6/23/2016 15:00,5795,high
21912,None,270.55,0.0,0.0,90,Snow,light snow,3/19/2016 4:00,360,very low
20586,None,254.29,0.0,0.0,1,Clear,sky is clear,1/12/2016 19:00,2972,medium
19021,None,281.2,0.0,0.0,1,Clear,sky is clear,10/15/2015 9:00,5191,high
27976,None,290.42,0.0,0.0,1,Clear,sky is clear,11/10/2016 17:00,5818,high
27855,None,292.84,0.0,0.0,1,Clear,sky is clear,11/5/2016 18:00,4184,medium
31720,None,267.42,0.0,0.0,1,Clear,sky is clear,3/13/2017 12:00,4115,medium
24119,None,298.9,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 21:00,3292,medium
18097,None,284.76,0.6,0.0,1,Rain,light rain,9/9/2015 3:00,374,very low
11897,None,255.93,0.0,0.0,0,Clear,sky is clear,1/31/2014 2:00,313,very low
15173,None,300.63,0.0,0.0,0,Clear,Sky is Clear,6/29/2014 20:00,3183,medium
42124,None,273.65,0.0,0.0,90,Clouds,overcast clouds,3/6/2018 14:00,4671,high
19800,None,274.84,0.0,0.0,90,Clouds,overcast clouds,12/2/2015 20:00,2407,low
1632,None,275.73,0.0,0.0,90,Mist,mist,12/2/2012 6:00,667,very low
21033,None,260.93,0.0,0.0,90,Mist,mist,2/4/2016 4:00,905,very low
4289,None,268.45,0.0,0.0,1,Clear,sky is clear,3/14/2013 12:00,4759,high
21059,None,256.94,0.0,0.0,75,Mist,mist,2/5/2016 7:00,6390,very high
26523,None,286.41,0.0,0.0,1,Clear,sky is clear,9/11/2016 5:00,724,very low
46243,None,290.65,0.0,0.0,1,Clear,sky is clear,7/28/2018 23:00,1968,low
8386,None,289.31,0.25,0.0,0,Rain,light rain,8/13/2013 8:00,6147,very high
6588,None,290.31,0.0,0.0,1,Clear,sky is clear,6/1/2013 8:00,3281,medium
17212,None,297.31,0.0,0.0,40,Clouds,scattered clouds,8/8/2015 13:00,4283,medium
14840,None,291.12,0.68,0.0,92,Rain,moderate rain,6/2/2014 6:00,5409,high
7788,None,305.87,0.0,0.0,0,Clear,Sky is Clear,7/19/2013 18:00,4937,high
5789,None,279.11,0.0,0.0,90,Clouds,overcast clouds,5/5/2013 14:00,4410,high
24854,None,296.26,0.0,0.0,90,Clouds,overcast clouds,7/10/2016 23:00,1154,very low
30050,None,259.34,0.0,0.0,1,Clear,sky is clear,1/14/2017 22:00,2651,low
22845,None,278.17,0.25,0.0,90,Rain,moderate rain,4/28/2016 0:00,600,very low
4296,None,268.64,0.0,0.0,40,Clouds,scattered clouds,3/15/2013 0:00,786,very low
40993,None,274.29,0.0,0.0,1,Clear,sky is clear,1/26/2018 5:00,2821,low
16264,None,295.67,0.0,0.0,1,Mist,mist,7/4/2015 22:00,2466,low
3851,None,266.8,0.0,0.0,90,Mist,mist,2/24/2013 7:00,996,very low
4032,None,258.88,0.0,0.0,1,Clear,sky is clear,3/3/2013 6:00,697,very low
42483,None,272.21,0.0,0.0,90,Mist,mist,3/20/2018 14:00,4958,high
1101,None,280.43,0.0,0.0,90,Drizzle,light intensity drizzle,11/11/2012 9:00,2687,low
17689,None,288.17,0.0,0.0,1,Clear,sky is clear,8/24/2015 11:00,4653,high
31696,None,265.75,0.0,0.0,90,Mist,mist,3/12/2017 20:00,1817,low
43680,None,291.73,0.0,0.0,1,Clear,sky is clear,4/29/2018 20:00,3026,medium
32506,None,288.23,0.0,0.0,90,Rain,light rain,4/9/2017 20:00,2785,low
40880,None,270.72,0.0,0.0,90,Fog,fog,1/22/2018 18:00,1086,very low
26824,None,288.11,0.0,0.0,76,Rain,light rain,9/23/2016 8:00,4934,high
28113,None,279.95,0.0,0.0,1,Clear,sky is clear,11/15/2016 20:00,2635,low
22761,None,284.79,1.4,0.0,75,Mist,mist,4/24/2016 22:00,1609,low
34738,None,292.72,0.0,0.0,90,Mist,mist,6/22/2017 11:00,4659,high
30766,None,273.65,0.0,0.0,90,Clouds,overcast clouds,2/4/2017 18:00,4468,high
37782,None,284.86,0.0,0.0,90,Mist,mist,10/6/2017 10:00,4719,high
1051,None,275.25,0.0,0.0,75,Clouds,broken clouds,11/10/2012 5:00,696,very low
25857,None,290.59,0.25,0.0,92,Rain,light rain,8/19/2016 23:00,1887,low
19596,None,270.58,0.0,0.0,1,Clear,sky is clear,11/20/2015 3:00,367,very low
18394,None,287.11,0.51,0.0,90,Mist,mist,9/18/2015 20:00,3395,medium
17022,None,292.96,0.0,0.0,1,Clear,sky is clear,8/1/2015 8:00,2361,low
47823,None,289.05,1.86,0.0,90,Rain,moderate rain,9/19/2018 1:00,401,very low
1076,None,280.01,0.0,0.0,90,Haze,haze,11/11/2012 2:00,626,very low
3585,None,269.01,0.0,0.0,75,Clouds,broken clouds,2/13/2013 21:00,2344,low
34532,None,297.83,0.0,0.0,75,Clouds,broken clouds,6/14/2017 12:00,4996,high
27615,None,278.024,0.0,0.0,80,Clouds,broken clouds,10/26/2016 23:00,2202,low
28156,None,285.61,0.0,0.0,75,Clouds,broken clouds,11/17/2016 12:00,4849,high
37172,None,293.14,0.0,0.0,1,Clear,sky is clear,9/15/2017 6:00,5776,high
28312,None,274.21,0.0,0.0,90,Rain,light rain,11/22/2016 11:00,4317,medium
10703,None,254.8,0.0,0.0,64,Clouds,broken clouds,12/15/2013 15:00,4322,medium
33409,None,292.22,0.0,0.0,1,Clear,sky is clear,5/6/2017 18:00,4487,high
25598,None,292.92,0.3,0.0,64,Rain,light rain,8/9/2016 4:00,986,very low
4637,None,272.43,0.0,0.0,1,Clear,sky is clear,3/30/2013 1:00,706,very low
20545,None,254.82,0.0,0.0,1,Clear,sky is clear,1/10/2016 15:00,3601,medium
10476,None,249.13,0.0,0.0,1,Clear,sky is clear,12/7/2013 2:00,432,very low
