5527,champagne,,,,,,,,,,,,,,,,,,,
600,grated cheese,frozen vegetables,eggs,gums,escalope,low fat yogurt,,,,,,,,,,,,,,
3441,cookies,,,,,,,,,,,,,,,,,,,
3903,frozen vegetables,mineral water,pancakes,cake,cooking oil,green tea,shampoo,tomato juice,magazines,,,,,,,,,,,
7048,chocolate,salmon,pancakes,gluten free bar,green tea,,,,,,,,,,,,,,,
5256,eggs,chocolate,shampoo,green tea,,,,,,,,,,,,,,,,
4478,french fries,,,,,,,,,,,,,,,,,,,
2339,milk,chicken,eggs,pancakes,,,,,,,,,,,,,,,,
6739,eggs,,,,,,,,,,,,,,,,,,,
2390,turkey,burgers,mineral water,cooking oil,chocolate bread,pancakes,,,,,,,,,,,,,,
5440,turkey,burgers,ground beef,spaghetti,milk,butter,honey,cottage cheese,pancakes,energy drink,light mayo,,,,,,,,,
6275,hot dogs,,,,,,,,,,,,,,,,,,,
3082,french fries,pancakes,,,,,,,,,,,,,,,,,,
227,eggs,whole wheat rice,cake,green tea,escalope,,,,,,,,,,,,,,,
6715,burgers,shrimp,frozen vegetables,ground beef,meatballs,whole wheat rice,barbecue sauce,sparkling water,green tea,,,,,,,,,,,
2740,french fries,,,,,,,,,,,,,,,,,,,
3838,ground beef,french fries,pasta,,,,,,,,,,,,,,,,,
712,ground beef,pepper,milk,eggs,green tea,chocolate,white wine,,,,,,,,,,,,,
1501,low fat yogurt,,,,,,,,,,,,,,,,,,,
2796,ground beef,butter,french fries,,,,,,,,,,,,,,,,,
1862,grated cheese,avocado,french fries,green tea,,,,,,,,,,,,,,,,
2250,escalope,,,,,,,,,,,,,,,,,,,
5136,chocolate,french fries,salad,,,,,,,,,,,,,,,,,
4064,burgers,ground beef,mineral water,meatballs,milk,eggs,cake,,,,,,,,,,,,,
3792,turkey,tomatoes,spaghetti,avocado,whole wheat rice,french fries,,,,,,,,,,,,,,
51,spaghetti,muffins,,,,,,,,,,,,,,,,,,
477,ground beef,mineral water,protein bar,,,,,,,,,,,,,,,,,
1788,nonfat milk,escalope,,,,,,,,,,,,,,,,,,
2016,grated cheese,energy bar,light cream,cooking oil,escalope,,,,,,,,,,,,,,,
3334,parmesan cheese,hot dogs,energy drink,light mayo,,,,,,,,,,,,,,,,
3910,yogurt cake,,,,,,,,,,,,,,,,,,,
3760,tomatoes,butter,gums,cereals,chocolate,pancakes,light mayo,green tea,,,,,,,,,,,,
4292,chocolate,,,,,,,,,,,,,,,,,,,
2151,spaghetti,mineral water,green tea,,,,,,,,,,,,,,,,,
2230,red wine,frozen vegetables,,,,,,,,,,,,,,,,,,
3421,eggs,mushroom cream sauce,candy bars,,,,,,,,,,,,,,,,,
2510,protein bar,,,,,,,,,,,,,,,,,,,
2506,hot dogs,,,,,,,,,,,,,,,,,,,
341,fresh tuna,barbecue sauce,eggplant,,,,,,,,,,,,,,,,,
1959,energy bar,black tea,eggs,chicken,champagne,light mayo,,,,,,,,,,,,,,
5164,cooking oil,carrots,green tea,escalope,gluten free bar,,,,,,,,,,,,,,,
397,tomatoes,mineral water,soup,cake,chocolate,,,,,,,,,,,,,,,
7101,mineral water,milk,chocolate,,,,,,,,,,,,,,,,,
2939,cake,chicken,green tea,shallot,,,,,,,,,,,,,,,,
4439,shrimp,frozen vegetables,milk,butter,cake,,,,,,,,,,,,,,,
1136,ham,milk,,,,,,,,,,,,,,,,,,
1893,whole wheat rice,frozen smoothie,low fat yogurt,green tea,,,,,,,,,,,,,,,,
7251,red wine,ground beef,milk,olive oil,almonds,rice,french fries,brownies,,,,,,,,,,,,
4904,whole wheat pasta,spaghetti,milk,olive oil,chocolate,brownies,melons,,,,,,,,,,,,,
2794,turkey,chocolate,grated cheese,shrimp,ground beef,mineral water,milk,whole wheat rice,mint green tea,melons,,,,,,,,,,
6399,shrimp,cereals,green tea,hot dogs,fresh bread,,,,,,,,,,,,,,,
7455,cider,eggs,,,,,,,,,,,,,,,,,,
4669,burgers,ham,mineral water,soup,avocado,milk,whole wheat rice,shampoo,babies food,,,,,,,,,,,
2852,fresh tuna,spaghetti,mineral water,chocolate,milk,light cream,oil,corn,,,,,,,,,,,,
2523,mineral water,cake,chicken,french fries,tomato juice,,,,,,,,,,,,,,,
2140,burgers,tomatoes,french wine,eggs,french fries,,,,,,,,,,,,,,,
4347,burgers,energy bar,almonds,eggs,french fries,green tea,,,,,,,,,,,,,,
1787,burgers,eggs,french fries,,,,,,,,,,,,,,,,,
2274,salmon,,,,,,,,,,,,,,,,,,,
7295,mineral water,french wine,escalope,,,,,,,,,,,,,,,,,
3833,grated cheese,ground beef,milk,butter,burger sauce,oil,french fries,low fat yogurt,,,,,,,,,,,,
6840,antioxydant juice,french fries,pancakes,light mayo,,,,,,,,,,,,,,,,
900,fresh tuna,mineral water,fromage blanc,honey,gums,chocolate,french fries,frozen smoothie,sparkling water,strawberries,green tea,,,,,,,,,
3536,mineral water,light cream,cooking oil,chicken,,,,,,,,,,,,,,,,
5007,french fries,,,,,,,,,,,,,,,,,,,
6327,frozen smoothie,,,,,,,,,,,,,,,,,,,
3131,grated cheese,tomatoes,pepper,spaghetti,mineral water,avocado,milk,,,,,,,,,,,,,
191,red wine,honey,hot dogs,,,,,,,,,,,,,,,,,
5835,burgers,ground beef,mineral water,cake,french fries,protein bar,,,,,,,,,,,,,,
6375,burgers,fresh tuna,milk,chicken,champagne,asparagus,white wine,,,,,,,,,,,,,
3642,tomatoes,mineral water,cooking oil,chocolate,,,,,,,,,,,,,,,,
6641,burgers,eggs,frozen smoothie,body spray,,,,,,,,,,,,,,,,
6691,chocolate,,,,,,,,,,,,,,,,,,,
5771,spaghetti,milk,energy bar,butter,chicken,cottage cheese,tomato juice,fresh bread,,,,,,,,,,,,
2104,tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie,low fat yogurt,mint,,,,,,,,,,,
2649,frozen vegetables,tomatoes,spaghetti,salmon,muffins,whole wheat rice,cake,light cream,carrots,green tea,french fries,champagne,frozen smoothie,,,,,,,
3457,milk,honey,,,,,,,,,,,,,,,,,,
4975,grated cheese,,,,,,,,,,,,,,,,,,,
1658,mineral water,chocolate,frozen smoothie,,,,,,,,,,,,,,,,,
435,mineral water,mushroom cream sauce,,,,,,,,,,,,,,,,,,
3765,mineral water,olive oil,eggs,green tea,,,,,,,,,,,,,,,,
2942,pasta,,,,,,,,,,,,,,,,,,,
5212,chocolate,french fries,,,,,,,,,,,,,,,,,,
5516,spaghetti,mineral water,,,,,,,,,,,,,,,,,,
6673,milk,shallot,cottage cheese,tomato juice,green tea,,,,,,,,,,,,,,,
3132,mineral water,soup,milk,gluten free bar,light mayo,low fat yogurt,,,,,,,,,,,,,,
1182,burgers,mineral water,whole wheat rice,french fries,,,,,,,,,,,,,,,,
1179,ground beef,green tea,protein bar,,,,,,,,,,,,,,,,,
3523,chocolate,chili,,,,,,,,,,,,,,,,,,
4602,spaghetti,green tea,french fries,shampoo,,,,,,,,,,,,,,,,
4045,grated cheese,frozen vegetables,tomatoes,mineral water,olive oil,protein bar,hand protein bar,fresh bread,green tea,,,,,,,,,,,
3162,grated cheese,,,,,,,,,,,,,,,,,,,
6517,cookies,,,,,,,,,,,,,,,,,,,
5060,chocolate,turkey,shrimp,frozen vegetables,whole wheat pasta,pepper,mineral water,milk,olive oil,eggs,cake,cooking oil,cereals,french fries,mint,,,,,
3627,chocolate,shrimp,mineral water,milk,barbecue sauce,cereals,french fries,low fat yogurt,,,,,,,,,,,,
326,red wine,mineral water,soup,rice,cookies,,,,,,,,,,,,,,,
648,escalope,,,,,,,,,,,,,,,,,,,
356,ground beef,chicken,cider,green grapes,honey,chocolate,french fries,champagne,frozen smoothie,escalope,,,,,,,,,,
1367,burgers,spaghetti,low fat yogurt,green tea,,,,,,,,,,,,,,,,
832,whole wheat rice,,,,,,,,,,,,,,,,,,,
3935,french wine,cake,,,,,,,,,,,,,,,,,,
2897,burgers,mineral water,milk,almonds,eggs,green tea,french fries,cookies,energy drink,,,,,,,,,,,
4638,mineral water,cereals,antioxydant juice,green tea,french fries,champagne,pancakes,,,,,,,,,,,,,
89,low fat yogurt,,,,,,,,,,,,,,,,,,,
2576,muffins,,,,,,,,,,,,,,,,,,,
1073,burgers,grated cheese,,,,,,,,,,,,,,,,,,
5188,spaghetti,soup,chili,eggplant,,,,,,,,,,,,,,,,
4084,mineral water,milk,,,,,,,,,,,,,,,,,,
3724,whole wheat pasta,ground beef,spaghetti,meatballs,milk,bacon,soda,green tea,,,,,,,,,,,,
3079,burgers,cooking oil,low fat yogurt,,,,,,,,,,,,,,,,,
3057,shrimp,frozen vegetables,tomato sauce,spaghetti,mineral water,olive oil,chocolate,,,,,,,,,,,,,
1750,chocolate,grated cheese,herb & pepper,whole wheat pasta,almonds,oatmeal,green tea,,,,,,,,,,,,,
5472,mineral water,,,,,,,,,,,,,,,,,,,
3757,eggs,light mayo,,,,,,,,,,,,,,,,,,
5487,mineral water,milk,green tea,,,,,,,,,,,,,,,,,
6896,whole wheat rice,,,,,,,,,,,,,,,,,,,
394,milk,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,,
4871,eggs,frozen smoothie,,,,,,,,,,,,,,,,,,
1356,parmesan cheese,ground beef,spaghetti,blueberries,rice,oil,cooking oil,green tea,chocolate,protein bar,,,,,,,,,,
1850,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
2830,tomatoes,whole wheat pasta,spaghetti,mineral water,milk,pancakes,eggs,cake,cooking oil,,,,,,,,,,,
1785,cookies,,,,,,,,,,,,,,,,,,,
1370,mineral water,salmon,,,,,,,,,,,,,,,,,,
4753,cookies,brownies,,,,,,,,,,,,,,,,,,
7167,soup,chicken,eggs,light cream,cooking oil,cereals,green tea,,,,,,,,,,,,,
1928,cereals,chocolate,champagne,green tea,,,,,,,,,,,,,,,,
5908,herb & pepper,french fries,protein bar,zucchini,,,,,,,,,,,,,,,,
5933,turkey,,,,,,,,,,,,,,,,,,,
5061,chocolate,spaghetti,avocado,french fries,,,,,,,,,,,,,,,,
2238,spaghetti,chocolate,milk,eggs,cake,cooking oil,,,,,,,,,,,,,,
6502,burgers,pickles,gums,french fries,,,,,,,,,,,,,,,,
901,chocolate,cookies,,,,,,,,,,,,,,,,,,
5,whole wheat pasta,french fries,,,,,,,,,,,,,,,,,,
1366,turkey,tomatoes,spaghetti,mineral water,,,,,,,,,,,,,,,,
6978,frozen vegetables,tomatoes,,,,,,,,,,,,,,,,,,
3459,grated cheese,tomatoes,soup,blueberries,cooking oil,chili,green tea,fresh bread,low fat yogurt,,,,,,,,,,,
2529,mineral water,energy drink,,,,,,,,,,,,,,,,,,
7233,escalope,pasta,,,,,,,,,,,,,,,,,,
6581,herb & pepper,shrimp,spaghetti,,,,,,,,,,,,,,,,,
5710,mineral water,french fries,melons,,,,,,,,,,,,,,,,,
2061,herb & pepper,ground beef,tomato sauce,soup,eggs,escalope,,,,,,,,,,,,,,
2313,burgers,grated cheese,herb & pepper,red wine,parmesan cheese,ground beef,spaghetti,avocado,eggs,clothes accessories,fresh bread,,,,,,,,,
7176,grated cheese,herb & pepper,ground beef,spaghetti,butter,cider,bacon,pancakes,soda,napkins,low fat yogurt,green tea,,,,,,,,
416,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,,
3105,burgers,black tea,bacon,muffins,,,,,,,,,,,,,,,,
3618,mineral water,energy bar,salmon,cooking oil,shallot,low fat yogurt,,,,,,,,,,,,,,
6572,energy bar,,,,,,,,,,,,,,,,,,,
2485,champagne,,,,,,,,,,,,,,,,,,,
2723,burgers,spaghetti,chicken,pancakes,french fries,,,,,,,,,,,,,,,
7449,burgers,shrimp,pasta,parmesan cheese,soup,eggs,whole wheat rice,escalope,,,,,,,,,,,,
2978,whole wheat pasta,french fries,cottage cheese,yogurt cake,,,,,,,,,,,,,,,,
1943,grated cheese,cereals,,,,,,,,,,,,,,,,,,
2499,yogurt cake,honey,,,,,,,,,,,,,,,,,,
3589,milk,sparkling water,asparagus,low fat yogurt,,,,,,,,,,,,,,,,
6934,eggs,cooking oil,,,,,,,,,,,,,,,,,,
4510,mineral water,frozen smoothie,strawberries,green tea,,,,,,,,,,,,,,,,
3993,mineral water,mint green tea,french fries,,,,,,,,,,,,,,,,,
5326,french fries,,,,,,,,,,,,,,,,,,,
7181,burgers,spaghetti,eggs,,,,,,,,,,,,,,,,,
2624,whole wheat pasta,ground beef,tomato sauce,spaghetti,mineral water,soup,chicken,cereals,cottage cheese,brownies,green tea,,,,,,,,,
5495,muffins,whole wheat rice,chocolate,french fries,,,,,,,,,,,,,,,,
844,chocolate,,,,,,,,,,,,,,,,,,,
5285,grated cheese,honey,fresh bread,,,,,,,,,,,,,,,,,
184,frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,
6961,burgers,frozen vegetables,chicken,cake,chocolate,,,,,,,,,,,,,,,
4183,french wine,pet food,,,,,,,,,,,,,,,,,,
380,champagne,,,,,,,,,,,,,,,,,,,
5479,eggs,,,,,,,,,,,,,,,,,,,
5397,candy bars,,,,,,,,,,,,,,,,,,,
1358,milk,eggs,,,,,,,,,,,,,,,,,,
3851,fresh tuna,butter,chicken,green tea,chocolate,fresh bread,,,,,,,,,,,,,,
3117,burgers,mineral water,cake,hot dogs,cauliflower,,,,,,,,,,,,,,,
1891,frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate,,,,,,,,,,,,,,,
7429,chocolate,frozen vegetables,spaghetti,green tea,,,,,,,,,,,,,,,,
3587,almonds,french wine,,,,,,,,,,,,,,,,,,
6798,turkey,grated cheese,avocado,butter,cooking oil,fresh bread,,,,,,,,,,,,,,
5708,energy bar,,,,,,,,,,,,,,,,,,,
6321,chutney,eggs,escalope,,,,,,,,,,,,,,,,,
5158,muffins,honey,,,,,,,,,,,,,,,,,,
3030,escalope,pancakes,,,,,,,,,,,,,,,,,,
2887,ground beef,spaghetti,mineral water,energy drink,white wine,,,,,,,,,,,,,,,
2042,eggs,cookies,,,,,,,,,,,,,,,,,,
6012,tomatoes,,,,,,,,,,,,,,,,,,,
5232,mineral water,,,,,,,,,,,,,,,,,,,
7475,tomatoes,tomato sauce,spaghetti,mineral water,soup,olive oil,mashed potato,fresh bread,mayonnaise,green tea,,,,,,,,,,
2064,rice,frozen smoothie,,,,,,,,,,,,,,,,,,
7239,frozen vegetables,mineral water,meatballs,cereals,frozen smoothie,cottage cheese,pancakes,asparagus,low fat yogurt,,,,,,,,,,,
5550,shrimp,energy drink,,,,,,,,,,,,,,,,,,
2353,pancakes,,,,,,,,,,,,,,,,,,,
1355,mineral water,avocado,,,,,,,,,,,,,,,,,,
1671,mint,,,,,,,,,,,,,,,,,,,
1718,frozen vegetables,escalope,,,,,,,,,,,,,,,,,,
1456,herb & pepper,spaghetti,pancakes,cake,,,,,,,,,,,,,,,,
6295,sandwich,,,,,,,,,,,,,,,,,,,
302,grated cheese,muffins,tomato juice,mayonnaise,,,,,,,,,,,,,,,,
3201,spaghetti,salmon,nonfat milk,eggs,carrots,,,,,,,,,,,,,,,
6169,strawberries,,,,,,,,,,,,,,,,,,,
549,chocolate,pepper,spaghetti,mineral water,whole wheat rice,champagne,mushroom cream sauce,,,,,,,,,,,,,
2158,shrimp,eggs,,,,,,,,,,,,,,,,,,
4146,ground beef,spaghetti,milk,zucchini,,,,,,,,,,,,,,,,
5570,honey,gums,french fries,,,,,,,,,,,,,,,,,
3853,eggs,honey,green tea,,,,,,,,,,,,,,,,,
5618,salt,,,,,,,,,,,,,,,,,,,
4763,turkey,burgers,frozen vegetables,ground beef,mineral water,cake,,,,,,,,,,,,,,
6674,turkey,spinach,french fries,,,,,,,,,,,,,,,,,
4725,grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,pancakes,gluten free bar,green tea,,,,,,,,,,,,
1524,mineral water,avocado,eggs,cake,low fat yogurt,,,,,,,,,,,,,,,
5783,turkey,shrimp,frozen vegetables,mineral water,honey,strawberries,,,,,,,,,,,,,,
3167,escalope,,,,,,,,,,,,,,,,,,,
4111,milk,,,,,,,,,,,,,,,,,,,
2279,ground beef,milk,cake,,,,,,,,,,,,,,,,,
2027,pancakes,salt,tomato juice,,,,,,,,,,,,,,,,,
4381,yams,cake,,,,,,,,,,,,,,,,,,
742,burgers,eggs,french fries,,,,,,,,,,,,,,,,,
7227,mineral water,milk,vegetables mix,rice,chocolate bread,eggplant,cereals,antioxydant juice,french fries,,,,,,,,,,,
6232,ground beef,pepper,milk,olive oil,butter,bug spray,green tea,chocolate,escalope,,,,,,,,,,,
139,red wine,spaghetti,mineral water,soup,milk,eggs,cake,gums,cooking oil,chocolate,frozen smoothie,,,,,,,,,
3583,shrimp,tomatoes,ground beef,milk,cooking oil,white wine,,,,,,,,,,,,,,
6819,grated cheese,spaghetti,mineral water,cereals,,,,,,,,,,,,,,,,
6895,ham,whole wheat rice,french fries,champagne,cauliflower,,,,,,,,,,,,,,,
5733,burgers,grated cheese,ground beef,spaghetti,mineral water,chocolate,milk,olive oil,almonds,soda,chicken,green tea,,,,,,,,
1929,strawberries,,,,,,,,,,,,,,,,,,,
12,spaghetti,champagne,cookies,,,,,,,,,,,,,,,,,
4559,frozen vegetables,mineral water,pancakes,mushroom cream sauce,mayonnaise,,,,,,,,,,,,,,,
4156,cookies,,,,,,,,,,,,,,,,,,,
5850,yams,mineral water,energy bar,eggs,fresh bread,,,,,,,,,,,,,,,
200,low fat yogurt,,,,,,,,,,,,,,,,,,,
1288,burgers,ground beef,spaghetti,mineral water,avocado,french fries,brownies,green tea,,,,,,,,,,,,
2467,avocado,,,,,,,,,,,,,,,,,,,
6230,ground beef,butter,flax seed,honey,green tea,,,,,,,,,,,,,,,
1914,burgers,dessert wine,strong cheese,french fries,,,,,,,,,,,,,,,,
859,avocado,chocolate,french fries,,,,,,,,,,,,,,,,,
169,frozen vegetables,yams,chicken,honey,light mayo,,,,,,,,,,,,,,,
6971,herb & pepper,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,olive oil,chicken,eggs,rice,burger sauce,extra dark chocolate,protein bar,,,,,,,
1731,mineral water,chicken,oil,chocolate,frozen smoothie,mint,,,,,,,,,,,,,,
4274,escalope,honey,,,,,,,,,,,,,,,,,,
366,escalope,,,,,,,,,,,,,,,,,,,
4696,frozen vegetables,tomatoes,ground beef,pepper,spaghetti,mineral water,olive oil,champagne,frozen smoothie,mushroom cream sauce,hot dogs,protein bar,green tea,,,,,,,
6147,chocolate,tomato sauce,soup,oil,french fries,cookies,fresh bread,,,,,,,,,,,,,
1350,escalope,,,,,,,,,,,,,,,,,,,
108,spaghetti,mineral water,chocolate,french fries,champagne,escalope,mushroom cream sauce,fresh bread,,,,,,,,,,,,
1708,frozen vegetables,whole wheat pasta,milk,pancakes,whole wheat rice,french fries,light mayo,,,,,,,,,,,,,
1683,muffins,chocolate,,,,,,,,,,,,,,,,,,
3638,grated cheese,mineral water,chocolate,milk,black tea,chicken,green tea,mint,,,,,,,,,,,,
360,honey,whole wheat rice,,,,,,,,,,,,,,,,,,
2936,spaghetti,champagne,frozen smoothie,cottage cheese,green tea,,,,,,,,,,,,,,,
5971,spinach,melons,,,,,,,,,,,,,,,,,,
5590,fresh tuna,eggs,escalope,,,,,,,,,,,,,,,,,
2019,energy bar,fromage blanc,,,,,,,,,,,,,,,,,,
5610,yogurt cake,,,,,,,,,,,,,,,,,,,
7360,green tea,french fries,gluten free bar,,,,,,,,,,,,,,,,,
1800,turkey,mineral water,whole wheat rice,body spray,energy drink,green tea,,,,,,,,,,,,,,
6781,french fries,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,
661,shrimp,frozen vegetables,tomatoes,,,,,,,,,,,,,,,,,
3934,turkey,olive oil,green tea,honey,,,,,,,,,,,,,,,,
4539,gums,,,,,,,,,,,,,,,,,,,
6538,chicken,fromage blanc,energy drink,,,,,,,,,,,,,,,,,
6521,shrimp,frozen vegetables,parmesan cheese,ground beef,tomato sauce,spaghetti,mineral water,salmon,rice,clothes accessories,chocolate,champagne,frozen smoothie,fresh bread,,,,,,
5766,mineral water,chicken,yogurt cake,light mayo,,,,,,,,,,,,,,,,
5685,cereals,champagne,green tea,,,,,,,,,,,,,,,,,
6310,burgers,tomatoes,whole wheat pasta,mineral water,chocolate,olive oil,,,,,,,,,,,,,,
6352,red wine,ground beef,tomato sauce,spaghetti,chocolate,escalope,low fat yogurt,,,,,,,,,,,,,
2965,frozen vegetables,milk,olive oil,,,,,,,,,,,,,,,,,
1219,french fries,frozen smoothie,,,,,,,,,,,,,,,,,,
541,turkey,tomatoes,mineral water,eggs,blueberries,,,,,,,,,,,,,,,
1911,mineral water,soup,milk,olive oil,green beans,french fries,green tea,,,,,,,,,,,,,
4176,yogurt cake,candy bars,,,,,,,,,,,,,,,,,,
1599,fresh bread,,,,,,,,,,,,,,,,,,,
1464,burgers,mineral water,eggs,cookies,,,,,,,,,,,,,,,,
257,ham,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,
4758,frozen vegetables,spaghetti,chicken,extra dark chocolate,cottage cheese,,,,,,,,,,,,,,,
6554,bacon,,,,,,,,,,,,,,,,,,,
4587,ground beef,spaghetti,mineral water,eggs,chicken,cereals,french fries,protein bar,,,,,,,,,,,,
3244,parmesan cheese,ground beef,spaghetti,olive oil,cereals,strawberries,fresh bread,white wine,cauliflower,,,,,,,,,,,
5737,frozen vegetables,melons,,,,,,,,,,,,,,,,,,
7021,green tea,,,,,,,,,,,,,,,,,,,
6110,mineral water,chocolate,chicken,green tea,,,,,,,,,,,,,,,,
4260,tomatoes,flax seed,chicken,green tea,chocolate,cottage cheese,,,,,,,,,,,,,,
2409,eggs,cake,rice,french fries,frozen smoothie,yogurt cake,,,,,,,,,,,,,,
4493,ham,eggs,honey,gums,light cream,ham,,,,,,,,,,,,,,
2869,eggs,rice,eggplant,escalope,mushroom cream sauce,brownies,pancakes,,,,,,,,,,,,,
3503,mineral water,chocolate,,,,,,,,,,,,,,,,,,
798,grated cheese,spaghetti,french fries,,,,,,,,,,,,,,,,,
1563,mineral water,cake,honey,,,,,,,,,,,,,,,,,
2161,spaghetti,,,,,,,,,,,,,,,,,,,
4555,spaghetti,gums,,,,,,,,,,,,,,,,,,
3309,shrimp,green grapes,pancakes,eggs,cake,,,,,,,,,,,,,,,
2449,burgers,ham,grated cheese,ground beef,spaghetti,almonds,cooking oil,cereals,green tea,shampoo,,,,,,,,,,
7126,burgers,fresh tuna,herb & pepper,shrimp,whole wheat pasta,milk,cider,eggs,cereals,pancakes,energy drink,,,,,,,,,
2044,mineral water,,,,,,,,,,,,,,,,,,,
7444,parmesan cheese,whole wheat pasta,brownies,,,,,,,,,,,,,,,,,
7056,burgers,fresh tuna,soup,french fries,body spray,green tea,,,,,,,,,,,,,,
6054,whole weat flour,brownies,,,,,,,,,,,,,,,,,,
2537,champagne,,,,,,,,,,,,,,,,,,,
1489,burgers,mineral water,avocado,corn,escalope,,,,,,,,,,,,,,,
990,shrimp,milk,olive oil,french fries,,,,,,,,,,,,,,,,
1771,escalope,cookies,,,,,,,,,,,,,,,,,,
1674,cereals,pancakes,yogurt cake,,,,,,,,,,,,,,,,,
2667,turkey,tomatoes,pepper,strong cheese,whole wheat rice,french fries,frozen smoothie,hot dogs,pancakes,babies food,green tea,,,,,,,,,
62,soup,bug spray,shallot,protein bar,green tea,,,,,,,,,,,,,,,
3825,cookies,,,,,,,,,,,,,,,,,,,
92,champagne,,,,,,,,,,,,,,,,,,,
3699,french fries,escalope,pasta,,,,,,,,,,,,,,,,,
3223,chocolate,french fries,hot dogs,,,,,,,,,,,,,,,,,
3344,green tea,zucchini,,,,,,,,,,,,,,,,,,
223,turkey,burgers,grated cheese,tomatoes,chocolate,fromage blanc,honey,whole wheat rice,,,,,,,,,,,,
4560,burgers,butter,whole wheat rice,oil,cookies,green tea,,,,,,,,,,,,,,
6876,almonds,eggs,yogurt cake,,,,,,,,,,,,,,,,,
7244,shrimp,tomatoes,chocolate,corn,escalope,cottage cheese,energy drink,shampoo,fresh bread,,,,,,,,,,,
754,turkey,eggs,,,,,,,,,,,,,,,,,,
4807,ground beef,eggs,,,,,,,,,,,,,,,,,,
3979,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,,,,,,,,,,,,,,,
5564,escalope,low fat yogurt,,,,,,,,,,,,,,,,,,
1458,shrimp,frozen vegetables,spaghetti,mint,,,,,,,,,,,,,,,,
3667,salt,,,,,,,,,,,,,,,,,,,
1212,shrimp,spaghetti,mineral water,chocolate,salmon,eggs,whole wheat rice,frozen smoothie,asparagus,,,,,,,,,,,
5784,whole wheat rice,cake,chocolate,,,,,,,,,,,,,,,,,
245,burgers,dessert wine,spaghetti,chicken,cake,protein bar,green tea,,,,,,,,,,,,,
3460,meatballs,butter,chicken,cider,whole wheat rice,green tea,,,,,,,,,,,,,,
840,milk,olive oil,light cream,cooking oil,chicken,extra dark chocolate,cereals,french fries,frozen smoothie,pancakes,tomato juice,fresh bread,low fat yogurt,,,,,,,
5887,mineral water,chocolate,milk,vegetables mix,eggs,soda,cooking oil,carrots,frozen smoothie,escalope,,,,,,,,,,
3409,tomatoes,pepper,mineral water,milk,salmon,nonfat milk,eggs,gums,cooking oil,escalope,,,,,,,,,,
495,mineral water,,,,,,,,,,,,,,,,,,,
7217,spaghetti,mineral water,milk,vegetables mix,gums,cereals,french fries,frozen smoothie,pancakes,tomato juice,low fat yogurt,,,,,,,,,
3973,chocolate,,,,,,,,,,,,,,,,,,,
5638,soda,cottage cheese,,,,,,,,,,,,,,,,,,
1628,mineral water,escalope,,,,,,,,,,,,,,,,,,
3204,cereals,chocolate,french fries,champagne,hot dogs,fresh bread,cauliflower,,,,,,,,,,,,,
1328,milk,chocolate,babies food,,,,,,,,,,,,,,,,,
3272,tomatoes,pepper,spaghetti,eggs,pet food,tea,chocolate,hot dogs,,,,,,,,,,,,
2125,chocolate,french fries,cookies,shallot,low fat yogurt,,,,,,,,,,,,,,,
3584,mineral water,milk,olive oil,energy bar,whole wheat rice,,,,,,,,,,,,,,,
1918,turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt,,,,,,,,,,,,
5731,herb & pepper,ground beef,tomato juice,,,,,,,,,,,,,,,,,
6015,burgers,sandwich,,,,,,,,,,,,,,,,,,
2190,burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider,eggs,whole wheat rice,cake,oil,eggplant,,,,,,,,
4606,mineral water,ham,frozen smoothie,,,,,,,,,,,,,,,,,
3349,spaghetti,honey,cake,green tea,,,,,,,,,,,,,,,,
4741,grated cheese,spaghetti,mineral water,chicken,nonfat milk,eggs,cake,,,,,,,,,,,,,
5695,grated cheese,herb & pepper,shrimp,ground beef,tomato sauce,spaghetti,blueberries,chocolate,escalope,yogurt cake,,,,,,,,,,
4331,hot dogs,,,,,,,,,,,,,,,,,,,
5265,cookies,,,,,,,,,,,,,,,,,,,
864,whole wheat rice,,,,,,,,,,,,,,,,,,,
4018,burgers,french fries,frozen smoothie,hot dogs,strawberries,green tea,,,,,,,,,,,,,,
7080,chicken,whole wheat rice,ham,french fries,pancakes,,,,,,,,,,,,,,,
1398,red wine,tomatoes,spaghetti,chocolate,chicken,bacon,pancakes,cake,rice,cooking oil,eggplant,green tea,tea,toothpaste,,,,,,
4433,pickles,herb & pepper,tomatoes,ground beef,chocolate,green tea,,,,,,,,,,,,,,
5871,grated cheese,spaghetti,,,,,,,,,,,,,,,,,,
7491,chocolate,escalope,,,,,,,,,,,,,,,,,,
6675,mineral water,body spray,,,,,,,,,,,,,,,,,,
3230,eggs,,,,,,,,,,,,,,,,,,,
322,chocolate,green tea,,,,,,,,,,,,,,,,,,
